city,male,female
Pau d'Arco (PA),3178,2854
Braganey (PR),2938,2796
Timbé do Sul (SC),2693,2615
São Martinho (RS),2838,2935
Lagoa da Confusão (TO),5525,4685
Rio Espera (MG),3068,3001
Jaboti (PR),2488,2413
Fartura do Piauí (PI),2573,2500
Campina das Missões (RS),3056,3061
Itaverava (MG),2977,2821
Álvaro de Carvalho (SP),2959,1691
Minador do Negrão (AL),2616,2657
Presidente Bernardes (MG),2780,2757
Barro Preto (BA),3304,3145
Borborema (PB),2558,2550
Barão de Monte Alto (MG),2847,2873
Acorizal (MT),2899,2614
Parazinho (RN),2434,2409
Aricanduva (MG),2428,2341
Lagoa do Tocantins (TO),1830,1695
Virgolândia (MG),2788,2869
Divina Pastora (SE),2188,2137
Franciscópolis (MG),2970,2830
Diamante d'Oeste (PR),2570,2455
Almadina (BA),3200,3152
Landri Sales (PI),2619,2660
Volta Grande (MG),2477,2591
Francisco Dumont (MG),2535,2328
Canas (SP),2223,2162
Curvelândia (MT),2534,2332
São Luiz do Norte (GO),2334,2282
Santa Rosa do Piauí (PI),2582,2567
Nova Tebas (PR),3814,3583
Boa Ventura (PB),2899,2852
Barracão (RS),2691,2665
Fruta de Leite (MG),3023,2916
Janduís (RN),2649,2694
Dom Silvério (MG),2492,2702
Lajeado (TO),1464,1308
Sertão (RS),3045,3249
Lagoa do Sítio (PI),2462,2387
Curral de Cima (PB),2631,2575
Jequitibá (MG),2665,2491
Santa Maria do Salto (MG),2717,2563
Palmópolis (MG),3569,3359
Tamboara (PR),2309,2355
Guarujá do Sul (SC),2401,2507
Jacaré dos Homens (AL),2671,2742
Itaguaru (GO),2742,2694
Nova Erechim (SC),2205,2069
Cristiano Otoni (MG),2516,2491
São Pedro do Suaçuí (MG),2746,2822
Rafael Fernandes (RN),2327,2364
São Nicolau (RS),2906,2819
Sertãozinho (PB),2143,2251
São José da Varginha (MG),2133,2065
Sertaneja (PR),2896,2920
Rio Branco (MT),2536,2533
Dores de Guanhães (MG),2612,2610
Lavandeira (TO),838,767
Olho d'Água Grande (AL),2463,2494
Brochier (RS),2398,2277
Caturaí (GO),2398,2288
Agricolândia (PI),2455,2642
Lizarda (TO),2007,1718
Rochedo (MS),2571,2353
Madre de Deus de Minas (MG),2462,2440
Rio do Prado (MG),2677,2535
Analândia (SP),2203,2090
Selbach (RS),2403,2525
José Raydan (MG),2220,2153
Caridade do Piauí (PI),2498,2326
Turvolândia (MG),2409,2249
Santana de Mangueira (PB),2696,2633
Campo Alegre do Fidalgo (PI),2404,2289
Bocaina de Minas (MG),2636,2371
Liberato Salzano (RS),2949,2831
Gameleiras (MG),2624,2515
Cacique Doble (RS),2416,2451
Guaramiranga (CE),2099,2063
Crucilândia (MG),2430,2327
Cabixi (RO),3266,3046
Palestina (AL),2474,2638
Congonhas do Norte (MG),2482,2461
Vargem Grande do Rio Pardo (MG),2428,2305
São Gonçalo do Piauí (PI),2352,2398
Descoberto (MG),2408,2359
Pranchita (PR),2815,2811
Piedade dos Gerais (MG),2417,2223
Baraúna (PB),2110,2109
Rondinha (RS),2718,2800
Honório Serpa (PR),3092,2863
Palmeira do Piauí (PI),2571,2422
Pingo-d'Água (MG),2198,2221
São Raimundo do Doca Bezerra (MA),3186,2903
Campos Novos Paulista (SP),2338,2200
Cuparaque (MG),2354,2324
Dom Cavati (MG),2536,2672
José Boiteux (SC),2392,2329
Tupandi (RS),2068,1856
Nova Esperança do Sudoeste (PR),2657,2441
Itacuruba (PE),2135,2234
Nova Palmeira (PB),2163,2198
Guaraciama (MG),2377,2338
Ibertioga (MG),2543,2492
Liberdade (MG),2701,2643
Itapura (SP),2257,2100
Currais (PI),2473,2231
Aceguá (RS),2303,2091
Diamante do Norte (PR),2730,2783
Divino das Laranjeiras (MG),2460,2477
Lupionópolis (PR),2261,2329
Harmonia (RS),2151,2103
Muçum (RS),2300,2491
Mirassolândia (SP),2192,2102
São Felipe d'Oeste (RO),3086,2932
Narandiba (SP),2170,2118
São João da Lagoa (MG),2438,2217
Moeda (MG),2343,2346
Janiópolis (PR),3273,3258
Catuti (MG),2627,2474
Eliseu Martins (PI),2401,2262
Miravânia (MG),2283,2264
Monte Formoso (MG),2431,2225
Catingueira (PB),2409,2399
Bom Sucesso (PB),2475,2557
Pilõezinhos (PB),2543,2612
Japi (RN),2805,2716
Várzea Branca (PI),2497,2414
Japira (PR),2539,2364
Espírito Santo do Turvo (SP),2145,2099
Pinheirinho do Vale (RS),2277,2219
São José do Hortêncio (RS),2088,2006
Leme do Prado (MG),2395,2409
Alegrete do Piauí (PI),2556,2597
Coronel João Pessoa (RN),2367,2402
Santana do Itararé (PR),2642,2606
Boraceia (SP),2178,2090
Nossa Senhora de Nazaré (PI),2330,2225
Josenópolis (MG),2346,2220
Gastão Vidigal (SP),2298,1895
Cocal de Telha (PI),2207,2317
Vitor Meireles (SC),2770,2437
Barra Longa (MG),3020,3121
Luzinópolis (TO),1350,1272
Porto Amazonas (PR),2256,2258
Miraguaí (RS),2413,2442
Marianópolis do Tocantins (TO),2317,2034
Caturité (PB),2300,2243
Ribeirão do Largo (BA),4473,4127
Tapira (MG),2214,1898
Nova Araçá (RS),1957,2044
Santo Antônio da Barra (GO),2346,2076
Mateiros (TO),1187,1036
Jatobá do Piauí (PI),2423,2232
Floraí (PR),2502,2547
Lagoinha (SP),2479,2362
Maurilândia do Tocantins (TO),1697,1457
Claraval (MG),2369,2172
Indiana (SP),2423,2402
Miracema do Tocantins (TO),10344,10331
Itabi (SE),2478,2494
Monte Horebe (PB),2262,2246
Miranorte (TO),6422,6198
Salto do Itararé (PR),2614,2564
São João da Varjota (PI),2284,2367
Santópolis do Aguapeí (SP),2167,2110
Vermelho Novo (MG),2427,2262
Lobato (PR),2233,2166
Santana do Jacaré (MG),2319,2287
Santa Rita de Jacutinga (MG),2536,2457
Glicério (SP),2289,2276
Gavião Peixoto (SP),2284,2134
Novo São Joaquim (MT),3141,2901
Serranópolis de Minas (MG),2231,2194
Augusto de Lima (MG),2524,2435
Serrinha dos Pintos (RN),2292,2246
Rianápolis (GO),2319,2246
Motuca (SP),2162,2128
Ubirajara (SP),2284,2143
Nova Cantu (PR),3757,3668
Ressaquinha (MG),2349,2362
Júlio Mesquita (SP),2179,2251
São Pedro da Cipa (MT),2149,2007
Tabaí (RS),2102,2029
Ouro Branco (RN),2353,2345
Conceição do Canindé (PI),2247,2228
Feliz Deserto (AL),2131,2213
Caibaté (RS),2532,2421
Bom Jardim da Serra (SC),2253,2142
Jeceaba (MG),2723,2672
Paulistas (MG),2385,2531
Capivari do Sul (RS),1935,1955
Berizal (MG),2190,2180
Salto Veloso (SC),2189,2112
Jurema (PI),2354,2163
Congo (PB),2378,2305
Ribeirão Corrente (SP),2218,2055
Granjeiro (CE),2263,2365
Erval Grande (RS),2622,2541
Jesuânia (MG),2469,2299
Lajes Pintadas (RN),2348,2264
Mata (RS),2575,2536
São Francisco do Glória (MG),2655,2522
Rio Negro (MS),2603,2431
Joaquim Felício (MG),2215,2089
Monteiro Lobato (SP),2150,1970
Bandeira (MG),2537,2450
Braúnas (MG),2463,2566
Fênix (PR),2397,2404
David Canabarro (RS),2410,2273
Espírito Santo do Dourado (MG),2342,2087
Rio Quente (GO),1733,1579
Natércia (MG),2408,2248
Monte do Carmo (TO),3599,3115
Cerro Branco (RS),2225,2228
Pontalinda (SP),2159,1914
Arraial (PI),2316,2372
Humaitá (RS),2387,2532
Canabrava do Norte (MT),2549,2237
Divinópolis de Goiás (GO),2595,2366
São Pedro dos Crentes (MA),2355,2070
Riozinho (RS),2203,2126
São José do Seridó (RN),2122,2109
Lunardelli (PR),2559,2601
Santa Cruz do Escalvado (MG),2508,2484
Ciríaco (RS),2512,2409
Guatambu (SC),2470,2208
Ibiaçá (RS),2290,2420
Coronel José Dias (PI),2378,2162
Monte Santo do Tocantins (TO),1120,965
Angelina (SC),2765,2485
Almino Afonso (RN),2497,2374
Itaguari (GO),2276,2237
Nova Iorque (MA),2331,2257
Fazenda Vilanova (RS),1856,1841
Marumbi (PR),2288,2315
Muricilândia (TO),1657,1495
Oratórios (MG),2233,2259
Messias Targino (RN),2117,2069
Caiçara (RS),2585,2486
Lagoa do Barro do Piauí (PI),2321,2202
Felício dos Santos (MG),2568,2574
Entre Rios do Oeste (PR),1958,1967
Santana do Piauí (PI),2399,2518
Rosário da Limeira (MG),2182,2064
Amparo do Serra (MG),2484,2567
Lagoa (PB),2304,2375
São José de Espinharas (PB),2500,2259
Rio Fortuna (SC),2293,2152
Viadutos (RS),2620,2691
Mato Leitão (RS),1937,1928
São João da Urtiga (RS),2401,2325
São João da Canabrava (PI),2188,2257
Ponte Alta (SC),2454,2440
Capela Nova (MG),2332,2422
Bertópolis (MG),2384,2112
Lupércio (SP),2121,2231
São Bentinho (PB),2014,2123
Santa Carmem (MT),2147,1938
Rosário do Ivaí (PR),2831,2757
Novo Planalto (GO),2070,1883
Coronel Macedo (SP),2564,2435
Natividade (TO),4596,4404
Cordilheira Alta (SC),1921,1846
Tunas (RS),2278,2117
Santa Cruz da Conceição (SP),1980,2022
Romelândia (SC),2791,2757
Flor da Serra do Sul (PR),2398,2328
São Lourenço do Piauí (PI),2266,2161
Conceição de Ipanema (MG),2242,2214
Bonópolis (GO),1833,1669
João Ramalho (SP),2098,2051
Cantagalo (MG),2045,2150
Guaribas (PI),2216,2185
Riachão do Poço (PB),2086,2074
São Pedro da União (MG),2647,2393
Riachão do Bacamarte (PB),2082,2182
Socorro do Piauí (PI),2301,2220
Aguanil (MG),2061,1993
Santa Teresinha (PB),2275,2305
Buritizal (SP),2073,1980
Marcos Parente (PI),2219,2236
Fronteira dos Vales (MG),2388,2296
São Bento do Trairí (RN),1940,1965
São Félix de Balsas (MA),2454,2248
Mundo Novo (GO),3428,3008
Maçambará (RS),2417,2319
Montividiu do Norte (GO),2109,2013
Ingazeira (PE),2290,2206
Ribeirão do Sul (SP),2231,2215
Canaã (MG),2374,2254
Lindóia do Sul (SC),2393,2249
Vicente Dutra (RS),2701,2584
Matinhas (PB),2151,2170
Morro Cabeça no Tempo (PI),2061,2007
Senador Georgino Avelino (RN),1944,1979
Turvânia (GO),2431,2408
Murutinga do Sul (SP),2095,2089
Riqueza (SC),2498,2340
Jardim do Mulato (PI),2182,2126
Ritápolis (MG),2434,2491
Porto Lucena (RS),2697,2715
Bocaina (PI),2149,2220
Tunápolis (SC),2368,2265
Ramilândia (PR),2124,2010
Nazaré (TO),2262,2123
Ribeira do Piauí (PI),2138,2125
Lindoeste (PR),2792,2569
Wall Ferraz (PI),2165,2115
São João do Pacuí (MG),2091,1968
Curralinhos (PI),2144,2039
Iguaraçu (PR),2004,1978
José Gonçalves de Minas (MG),2358,2195
Indianópolis (PR),2187,2112
Nova Olinda (TO),5576,5109
Foz do Jordão (PR),2685,2735
Onda Verde (SP),1993,1891
Flores do Piauí (PI),2219,2147
Fortaleza de Minas (MG),2101,1996
Serranópolis do Iguaçu (PR),2229,2338
Rodolfo Fernandes (RN),2172,2245
Pequi (MG),2042,2033
São Braz do Piauí (PI),2240,2073
Tejupá (SP),2467,2342
Nova Rosalândia (TO),1964,1803
Carvalhos (MG),2340,2216
Quinta do Sol (PR),2545,2542
Jerumenha (PI),2221,2168
Paineiras (MG),2332,2299
Novo Acordo (TO),1921,1841
Couto de Magalhães de Minas (MG),2103,2101
Dom Joaquim (MG),2222,2312
Piedade do Rio Grande (MG),2389,2319
Funilândia (MG),1958,1897
Cruzeiro do Sul (PR),2309,2253
Itaguajé (PR),2296,2272
Erval Velho (SC),2148,2202
Quarto Centenário (PR),2391,2465
Japaraíba (MG),2012,1927
Gavião (BA),2355,2205
Materlândia (MG),2284,2308
Novo Alegre (TO),1179,1106
Itajá (GO),2508,2553
Vargem Bonita (SC),2428,2365
São João do Tigre (PB),2247,2149
Nova Guarita (MT),2582,2350
Logradouro (PB),1936,2004
Sandovalina (SP),1885,1814
Itamarati de Minas (MG),2104,1973
Ibarama (RS),2230,2141
Nova Santa Rita (PI),2152,2035
Novo Jardim (TO),1277,1180
Aiquara (BA),2350,2249
Santa Bárbara do Tugúrio (MG),2323,2246
Várzea Grande (PI),2048,2287
Joanésia (MG),2698,2725
Doutor Maurício Cardoso (RS),2646,2665
Itapirapuã (GO),3963,3871
Gramado Xavier (RS),2044,1926
Vila Maria (RS),2116,2104
Ipira (SC),2366,2385
Poço de José de Moura (PB),1932,2045
Gonçalves (MG),2192,2028
Juramento (MG),2051,2059
Santa Efigênia de Minas (MG),2265,2335
Domingos Mourão (PI),2156,2107
Oliveira de Fátima (TO),552,485
Junco do Maranhão (MA),2006,2013
Santana do Riacho (MG),2017,2004
Passagem Franca do Piauí (PI),2316,2230
Pracinha (SP),2080,778
Nova Itaberaba (SC),2209,2057
Matrinchã (GO),2254,2160
Sebastião Leal (PI),2151,1965
Pinhal Grande (RS),2314,2157
Riacho Frio (PI),2220,2021
Ponto Chique (MG),2019,1945
Nova Santa Bárbara (PR),1896,2012
Francisco Ayres (PI),2220,2256
Paraná (RN),2041,1911
Itapirapuã Paulista (SP),2002,1878
Ocauçu (SP),2137,2026
Serra Azul de Minas (MG),2120,2099
São José da Safira (MG),2027,2048
Marquinho (PR),2611,2369
São Francisco do Oeste (RN),1945,1929
Planaltina do Paraná (PR),2070,2025
Vila Nova do Sul (RS),2102,2118
Campo Novo (RS),2685,2774
Bom Jesus da Penha (MG),2022,1865
Arabutã (SC),2132,2060
Aporé (GO),2004,1798
Prata (PB),1926,1927
União de Minas (MG),2411,2005
Pescador (MG),2045,2082
Brás Pires (MG),2321,2314
Maximiliano de Almeida (RS),2467,2444
Fortaleza dos Valos (RS),2241,2333
Novo Cabrais (RS),1946,1909
Marcelino Ramos (RS),2555,2579
Barra do Quaraí (RS),2128,1884
Divino de São Lourenço (ES),2350,2166
Venha-Ver (RN),1952,1869
Três Palmeiras (RS),2210,2170
Olho d'Água do Borges (RN),2211,2083
Ipiaçu (MG),2096,2011
Cruzeiro do Iguaçu (PR),2133,2145
Modelo (SC),2070,1975
Belém (AL),2222,2329
Dona Emma (SC),1909,1812
São José do Alegre (MG),1976,2020
Cabrália Paulista (SP),2219,2145
Nova Luzitânia (SP),1820,1620
Altair (SP),2051,1764
Caraúbas (PB),1972,1927
Dores do Turvo (MG),2297,2165
Alfredo Marcondes (SP),1981,1909
Caiabu (SP),2091,1981
Riacho de Santana (RN),2073,2083
Novo Barreiro (RS),2032,1945
Iporanga (SP),2171,2128
Tibau (RN),1847,1839
Anhumas (SP),1863,1874
São João do Cariri (PB),2119,2223
Monte Castelo (SP),2011,2052
Palmas (TO),112844,115475
Doutor Pedrinho (SC),1794,1808
Conquista d'Oeste (MT),1788,1597
Teixeirópolis (RO),2540,2348
São José do Sabugi (PB),2042,1968
Piedade de Ponte Nova (MG),1992,2070
São José do Barreiro (SP),2047,2029
Populina (SP),2139,2084
Nova Independência (SP),1524,1543
Capitão Gervásio Oliveira (PI),1999,1879
Paes Landim (PI),2048,2010
Aparecida d'Oeste (SP),2177,2273
Rio Branco do Ivaí (PR),1961,1935
Taquaraçu de Minas (MG),2027,1767
Mossâmedes (GO),2556,2447
Jundiá (AL),2126,2076
Tocos do Moji (MG),2143,1806
Paranapuã (SP),1949,1865
São Miguel do Passa Quatro (GO),1944,1813
São Geraldo do Baixio (MG),1760,1726
Major Sales (RN),1748,1786
São José do Povo (MT),1926,1666
Mariápolis (SP),2021,1895
Formoso (GO),2474,2409
Veríssimo (MG),1778,1705
Lagoa do Piauí (PI),1990,1873
Pau d'Arco do Piauí (PI),1935,1822
Marilac (MG),2059,2160
Alto Alegre (SP),2109,1992
Santa Cruz de Salinas (MG),2274,2123
Dom Macedo Costa (BA),1896,1976
Corumbataí (SP),1974,1900
Passos Maia (SC),2241,2182
Palmeirante (TO),2659,2294
Novo Horizonte do Norte (MT),1936,1813
Rondolândia (MT),1902,1702
Assunção (PB),1779,1741
Presidente Alves (SP),2038,2085
Suzanápolis (SP),1748,1635
Lagoa dos Patos (MG),2200,2023
Ribeirão Vermelho (MG),1842,1984
Porto Vitória (PR),2060,1959
Senador Modestino Gonçalves (MG),2315,2255
Ilópolis (RS),2055,2046
Lucrécia (RN),1829,1803
Carrancas (MG),2010,1937
Santa Mônica (PR),1843,1727
Virmond (PR),1999,1951
Ibiquera (BA),2528,2337
Santa Cruz dos Milagres (PI),1884,1910
Inúbia Paulista (SP),1821,1808
Bela Vista do Piauí (PI),1936,1842
Coivaras (PI),1970,1841
Quatro Pontes (PR),1850,1953
Munhoz de Mello (PR),1836,1835
Witmarsum (SC),1827,1773
Portelândia (GO),1986,1853
Marliéria (MG),1996,2014
Contendas do Sincorá (BA),2380,2282
Frutuoso Gomes (RN),2072,2161
Jateí (MS),2090,1921
Goianá (MG),1845,1814
Bom Sucesso de Itararé (SP),1816,1755
Nova Nazaré (MT),1564,1463
Nossa Senhora das Graças (PR),1952,1884
Cumbe (SE),1903,1910
Canhoba (SE),2061,1894
Treviso (SC),1789,1738
Kaloré (PR),2287,2218
Acaiaca (MG),1894,2025
Lajedão (BA),1837,1892
Boa Esperança (PR),2280,2288
Barcelona (RN),2020,1929
Olivedos (PB),1853,1774
Mãe d'Água (PB),1964,2055
Ibirapuitã (RS),2063,1997
Santana do Deserto (MG),1947,1912
Bugre (MG),2029,1962
Marques de Souza (RS),2039,2029
Espigão Alto do Iguaçu (PR),2384,2290
Porteirão (GO),1808,1539
Pedra do Indaiá (MG),1986,1889
Salgadinho (PB),1782,1725
Cafezal do Sul (PR),2170,2120
São Miguel do Aleixo (SE),1840,1858
Cajuri (MG),2120,1926
Barra d'Alcântara (PI),1821,2031
Jundiá (RN),1877,1703
Conceição da Barra de Minas (MG),2063,1891
Canavieira (PI),2027,1891
Itaju (SP),1705,1541
Santa Rosa de Lima (SE),1885,1860
Ewbank da Câmara (MG),1855,1898
Paquetá (PI),2143,2004
Pedras Grandes (SC),2098,2009
Gameleira de Goiás (GO),1724,1551
Santana de Cataguases (MG),1818,1803
Palmeiras do Tocantins (TO),2991,2749
Areias (SP),1830,1865
Quadra (SP),1707,1529
Iraceminha (SC),2172,2081
Pilões (RN),1729,1724
Caldazinha (GO),1689,1636
Jaborá (SC),2013,2026
São José de Princesa (PB),2139,2080
Pontão (RS),1984,1871
Leópolis (PR),2054,2091
Mariana Pimentel (RS),1970,1798
Minduri (MG),1888,1951
Conselheiro Mairinck (PR),1839,1797
Pareci Novo (RS),1784,1727
São Pedro da Serra (RS),1683,1632
Hugo Napoleão (PI),1839,1931
Poço Dantas (PB),1905,1845
Indiaporã (SP),1919,1980
Amaralina (GO),1833,1601
Xavantina (SC),2160,1982
Atalaia (PR),1970,1942
Medeiros (MG),1811,1633
Santo Antônio do Grama (MG),2033,2052
Putinga (RS),2097,2044
São Geraldo da Piedade (MG),2136,2252
São José do Divino (MG),1889,1942
Vista Serrana (PB),1821,1691
Palmeirópolis (TO),3704,3632
Varjão (GO),1851,1807
Rio Crespo (RO),1767,1549
Pejuçara (RS),2007,1964
São Francisco (SE),1707,1683
Campina do Simão (PR),2136,1940
Campo Azul (MG),1946,1736
Redenção da Serra (SP),2017,1856
Paraíso do Tocantins (TO),22112,22300
Brejo do Piauí (PI),1944,1906
Cotiporã (RS),2033,1883
Santa Isabel (GO),1906,1778
Paranã (TO),5442,4893
Meridiano (SP),1892,1963
Brazabrantes (GO),1646,1586
Quinze de Novembro (RS),1799,1854
Pau d'Arco (TO),2459,2129
Santo Inácio do Piauí (PI),1851,1797
Santa Fé de Minas (MG),2088,1880
Prado Ferreira (PR),1740,1694
Pedra Branca (PB),1847,1874
Guarani de Goiás (GO),2291,1966
Santa Lúcia (PR),1958,1965
Braço do Trombudo (SC),1765,1692
São João do Itaperiú (SC),1790,1645
Alvarenga (MG),2238,2205
Diogo de Vasconcelos (MG),1930,1918
Pedro Afonso (TO),5967,5570
São Brás do Suaçuí (MG),1730,1783
Guapirama (PR),1934,1957
Santo Antônio do Itambé (MG),2068,2067
Tesouro (MT),1902,1515
Rancho Alegre (PR),1953,2002
Guarará (MG),1950,1979
Nova Santa Helena (MT),1811,1657
Santana dos Montes (MG),1961,1860
Itutinga (MG),1995,1918
Mutunópolis (GO),2003,1846
Caiçara do Rio do Vento (RN),1644,1663
Capão do Cipó (RS),1628,1476
Nova Roma do Sul (RS),1708,1635
Elisiário (SP),1650,1470
Heitoraí (GO),1829,1741
Campanário (MG),1733,1830
Água Santa (RS),1879,1843
Jaboticaba (RS),2081,2017
São José do Peixe (PI),1885,1815
Lajedinho (BA),2044,1888
Matutina (MG),1852,1908
Paraú (RN),1924,1932
Paim Filho (RS),2110,2132
Peixe (TO),5427,4957
Saltinho (SC),2040,1920
Malhada dos Bois (SE),1753,1702
Cacimba de Areia (PB),1779,1778
Piquerobi (SP),1753,1783
Nova Alvorada (RS),1597,1584
Campo Bonito (PR),2215,2189
Macedônia (SP),1837,1827
Córrego do Bom Jesus (MG),1948,1782
Chiapetta (RS),1975,2067
Ouro Verde de Goiás (GO),2008,2026
Edealina (GO),1928,1803
Tabuleiro (MG),2046,2030
Pequizeiro (TO),2667,2387
Catas Altas da Noruega (MG),1761,1700
Lafaiete Coutinho (BA),2029,1866
Pavussu (PI),1949,1713
Campestre de Goiás (GO),1772,1615
Pratinha (MG),1699,1566
Nova Brasilândia (MT),2400,2186
Cruzeiro da Fortaleza (MG),2008,1926
Pedrinópolis (MG),1798,1692
Rifaina (SP),1724,1712
Riachão (PB),1602,1664
Riacho da Cruz (RN),1617,1548
Estrela Velha (RS),1845,1781
Piratuba (SC),2373,2413
Dom Bosco (MG),2022,1792
Pinheiro Preto (SC),1616,1531
Pindorama do Tocantins (TO),2384,2120
Sossêgo (PB),1580,1587
Campinaçu (GO),1938,1718
Piraquê (TO),1626,1294
Sarutaiá (SP),1819,1803
São José do Bonfim (PB),1626,1607
Catolândia (BA),1354,1258
Álvares Florence (SP),1999,1897
Carvalhópolis (MG),1704,1636
Jaquirana (RS),2141,2035
Itaúba (MT),2398,2177
Belém do Piauí (PI),1682,1602
São José dos Cordeiros (PB),1981,2003
Severiano de Almeida (RS),1942,1900
São Fernando (RN),1736,1663
Platina (SP),1660,1532
Alvorada de Minas (MG),1779,1767
Quartel Geral (MG),1683,1620
Santo Antônio do Aventureiro (MG),1808,1730
Santa Rita do Trivelato (MT),1362,1129
São José das Palmeiras (PR),1926,1903
Sebastianópolis do Sul (SP),1524,1506
Santa Inês (PB),1823,1716
Águas de São Pedro (SP),1262,1445
Taquarussu (MS),1807,1711
Cajazeiras do Piauí (PI),1698,1645
Ruy Barbosa (RN),1835,1760
Cachoeira da Prata (MG),1718,1936
Palminópolis (GO),1779,1778
Presidente Juscelino (MG),1996,1912
Bernardino Batista (PB),1476,1599
Vieiras (MG),1900,1831
Duas Estradas (PB),1790,1846
Vargeão (SC),1785,1747
São José dos Ausentes (RS),1693,1597
Emas (PB),1672,1644
Novo Horizonte do Sul (MS),2513,2426
Nova Módica (MG),1902,1886
Arroio Trinta (SC),1747,1754
Cordislândia (MG),1767,1668
Adolfo (SP),1787,1770
Arambaré (RS),1853,1839
Teresina de Goiás (GO),1542,1474
Pium (TO),3526,3168
São Sebastião do Umbuzeiro (PB),1616,1619
Jacutinga (RS),1780,1852
Vale Verde (RS),1652,1601
Barão de Antonina (SP),1591,1525
Mombuca (SP),1663,1603
Áurea (RS),1807,1856
Senhora do Porto (MG),1764,1730
Queiroz (SP),1424,1384
Romaria (MG),1867,1729
Taquaral de Goiás (GO),1766,1775
Bocaina do Sul (SC),1699,1590
Fernandes Tourinho (MG),1549,1481
Ibitiúra de Minas (MG),1760,1621
Trombas (GO),1784,1666
Frei Lagonegro (MG),1687,1641
Torixoréu (MT),2120,1951
Estrela do Indaiá (MG),1769,1747
Gurjão (PB),1550,1609
Ponte Alta do Bom Jesus (TO),2404,2138
Mar Vermelho (AL),1821,1831
Bom Jesus do Sul (PR),1967,1826
Jari (RS),1884,1691
Ponte Alta do Tocantins (TO),3877,3301
Palestina de Goiás (GO),1776,1594
Jumirim (SP),1444,1354
Major Gercino (SC),1672,1607
Caxambu do Sul (SC),2219,2191
Cromínia (GO),1794,1760
Itacurubi (RS),1778,1663
União do Sul (MT),2044,1716
Araçu (GO),1908,1893
Hidrolina (GO),2043,1986
Coronel Xavier Chaves (MG),1645,1656
Sebastião Barros (PI),1889,1671
Zortéa (SC),1537,1454
Divinésia (MG),1655,1638
Ponte Alta do Norte (SC),1643,1659
Nova América da Colina (PR),1768,1708
Ourizona (PR),1705,1674
Belmiro Braga (MG),1722,1681
General Maynard (SE),1423,1505
Pajeú do Piauí (PI),1744,1619
Figueirópolis d'Oeste (MT),1936,1860
Dois Lajeados (RS),1653,1625
Diamante do Sul (PR),1795,1714
Turuçu (RS),1778,1744
Vila Flores (RS),1617,1590
Bela Vista da Caroba (PR),2018,1927
Goiabeira (MG),1485,1565
Campestre da Serra (RS),1674,1573
Salgado Filho (PR),2248,2155
Pongaí (SP),1793,1688
Santa Rita de Ibitipoca (MG),1846,1736
Castelândia (GO),1918,1720
São Francisco (PB),1658,1703
Porto Alegre do Tocantins (TO),1431,1365
Santa Rita do Novo Destino (GO),1726,1445
Lamim (MG),1745,1706
Santa Rosa da Serra (MG),1691,1533
Barreiras do Piauí (PI),1690,1544
São Félix de Minas (MG),1734,1648
Nova Bréscia (RS),1629,1555
Pequeri (MG),1563,1601
Colinas do Sul (GO),1838,1685
Itaoca (SP),1687,1541
Nova Marilândia (MT),1591,1360
Porto Nacional (TO),24512,24621
Calmon (SC),1749,1638
Ribeira (SP),1743,1615
Pedra Mole (SE),1496,1476
Natalândia (MG),1736,1544
Damianópolis (GO),1709,1583
Ivatuba (PR),1436,1574
Pitangueiras (PR),1441,1372
Água Nova (RN),1480,1500
Esmeralda (RS),1572,1595
Alegria (RS),2149,2152
Paraíso (SC),2091,1988
Bias Fortes (MG),1969,1823
Paranapoema (PR),1383,1408
Campos Borges (RS),1754,1740
Buritinópolis (GO),1703,1618
Telha (SE),1476,1480
Braga (RS),1866,1836
Barra do Guarita (RS),1550,1539
Uruana de Minas (MG),1627,1607
Santa Cecília do Pavão (PR),1804,1842
Estrela do Norte (GO),1720,1600
Alvinlândia (SP),1481,1518
Serra Alta (SC),1634,1651
Jundiaí do Sul (PR),1738,1695
Bom Sucesso do Sul (PR),1638,1655
Bannach (PA),1847,1584
Emilianópolis (SP),1517,1503
Monte Alegre dos Campos (RS),1661,1440
Entre Rios (SC),1556,1456
Caseiros (RS),1517,1490
Charrua (RS),1728,1743
São Martinho da Serra (RS),1647,1553
Salto do Céu (MT),2017,1891
Anitápolis (SC),1675,1539
Leandro Ferreira (MG),1640,1565
Nacip Raydan (MG),1586,1568
São Valentim (RS),1811,1821
Vila Flor (RN),1459,1410
Cajazeirinhas (PB),1548,1485
Francisco Macedo (PI),1436,1443
Chácara (MG),1410,1382
Nantes (SP),1357,1350
Rafael Godeiro (RN),1537,1526
Santa Bárbara do Monte Verde (MG),1454,1333
Professor Jamil (GO),1675,1563
Santa Amélia (PR),1906,1897
Nova Roma (GO),1794,1677
Santa Tereza de Goiás (GO),1993,2001
Faria Lemos (MG),1713,1662
Praia Norte (TO),3896,3761
Presidente Kennedy (TO),1882,1799
Pugmil (TO),1257,1111
Triunfo Potiguar (RN),1770,1597
Rubiácea (SP),1392,1337
Rubineia (SP),1415,1447
Novo Machado (RS),1948,1976
Muitos Capões (RS),1535,1453
Atalanta (SC),1661,1639
São Gonçalo do Rio Preto (MG),1481,1574
Glaucilândia (MG),1496,1465
Antônio Almeida (PI),1558,1481
Ernestina (RS),1562,1526
Córrego Danta (MG),1789,1602
Santo Afonso (MT),1628,1362
Pedra Grande (RN),1772,1748
